Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Alexander,Lukashenko,Belarus,2013,Peace,for making it illegal to applaud in public,president of Belarus,,
Belarus State Police,,Belarus,2013,Peace,for arresting a one-armed man for applauding.,,,
Bert,Tolkamp,UK/Netherlands,2013,Probability,"for making two related discoveries: First, that the longer a cow has been lying down, the more likely that cow will soon stand up; and Second, that once a cow stands up, you cannot easily predict how soon that cow will lie down again.",,,
Marie,Haskell,UK,2013,Probability,"for making two related discoveries: First, that the longer a cow has been lying down, the more likely that cow will soon stand up; and Second, that once a cow stands up, you cannot easily predict how soon that cow will lie down again.",,,
Fritha,Langford,UK/Canada,2013,Probability,"for making two related discoveries: First, that the longer a cow has been lying down, the more likely that cow will soon stand up; and Second, that once a cow stands up, you cannot easily predict how soon that cow will lie down again.",,,
David,Roberts,UK,2013,Probability,"for making two related discoveries: First, that the longer a cow has been lying down, the more likely that cow will soon stand up; and Second, that once a cow stands up, you cannot easily predict how soon that cow will lie down again.",,,
Colin,Morgan,UK,2013,Probability,"for making two related discoveries: First, that the longer a cow has been lying down, the more likely that cow will soon stand up; and Second, that once a cow stands up, you cannot easily predict how soon that cow will lie down again.",,,
Kasian,Bhanganada,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Tu,Chayavatana,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Chumporn,Pongnumkul,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Anunt,Tonmukayakul,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Piyasakol,Sakolsatayadorn,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Krit,Komaratal,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Henry,Wilde,Thailand,2013,Public Health,"for the medical techniques described in their report “Surgical Management of an Epidemic of Penile Amputations in Siam” — techniques which they recommend, except in cases where the amputated penis had been partially eaten by a duck.",,,
Kiyoshi,Mabuchi,Japan,2014,Physics,"for measuring the amount of friction between a shoe and a banana skin, and between a banana skin and the floor, when a person steps on a banana skin that’s on the floor.",,,
Kensei,Tanaka,Japan,2014,Physics,"for measuring the amount of friction between a shoe and a banana skin, and between a banana skin and the floor, when a person steps on a banana skin that’s on the floor.",,,
Daichi,Uchijima,Japan,2014,Physics,"for measuring the amount of friction between a shoe and a banana skin, and between a banana skin and the floor, when a person steps on a banana skin that’s on the floor.",,,
Rina,Sakai,Japan,2014,Physics,"for measuring the amount of friction between a shoe and a banana skin, and between a banana skin and the floor, when a person steps on a banana skin that’s on the floor.",,,
Jiangang,Liu,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Jun,Li,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Lu,Feng,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Ling,Li,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Jie,Tian,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Kang,Lee,China/Canada,2014,Neuroscience,for trying to understand what happens in the brains of people who see the face of Jesus in a piece of toast.,,,
Peter,K. Jonason,UK/Finland/Australia/US,2014,Psychology,"for amassing evidence that people who habitually stay up late are, on average, more self-admiring, more manipulative, and more psychopathic than people who habitually arise early in the morning.",,,
Amy,Jones,UK/Finland/Australia/US,2014,Psychology,"for amassing evidence that people who habitually stay up late are, on average, more self-admiring, more manipulative, and more psychopathic than people who habitually arise early in the morning.",,,
Minna,Lyons,UK/Finland/Australia/US,2014,Psychology,"for amassing evidence that people who habitually stay up late are, on average, more self-admiring, more manipulative, and more psychopathic than people who habitually arise early in the morning.",,,
Jaroslav,Flegr,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
Jan,Havlíček,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
Jitka,Hanušova-Lindova,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
David,Hanauer,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
Naren,Ramakrishnan,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
Lisa,Seyfried,Czech Republic/Japan/US/India,2014,Public Health,for investigating whether it is mentally hazardous for a human being to own a cat.,,,
Vlastimil,Hart,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Petra,Nováková,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Erich,Pascal Malkemper,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Sabine,Begall,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Vladimír,Hanzal,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Miloš,Ježek,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Tomáš,Kušta,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Veronika,Němcová,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Jana,Adámková,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Kateřina,Benediktová,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Jaroslav ,Červený ,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Hynek,Burda,Czech Republic/Germany/Zambia,2014,Biology,"for carefully documenting that when dogs defecate and urinate, they prefer to align their body axis with Earth’s north-south geomagnetic field lines.",,,
Marina,de Tommaso,Italy,2014,Art,"for measuring the relative pain people suffer while looking at an ugly painting, rather than a pretty painting, while being shot [in the hand] by a powerful laser beam.",,,
Michele,Sardaro,Italy,2014,Art,"for measuring the relative pain people suffer while looking at an ugly painting, rather than a pretty painting, while being shot [in the hand] by a powerful laser beam.",,,
Paolo,Livrea,Italy,2014,Art,"for measuring the relative pain people suffer while looking at an ugly painting, rather than a pretty painting, while being shot [in the hand] by a powerful laser beam.",,,
Italian government’s National Institute of Statistics,,Italy,2014,Economics,"for proudly taking the lead in fulfilling the European Union mandate for each country to increase the official size of its national economy by including revenues from prostitution, illegal drug sales, smuggling, and all other unlawful financial transactions between willing participants.",,,
Ian,Humphreys,US/India,2014,Medicine,"for treating “uncontrollable” nosebleeds, using the method of nasal-packing-with-strips-of-cured-pork.",,,
Sonal,Saraiya,US/India,2014,Medicine,"for treating “uncontrollable” nosebleeds, using the method of nasal-packing-with-strips-of-cured-pork.",,,
Walter,Belenky,US/India,2014,Medicine,"for treating “uncontrollable” nosebleeds, using the method of nasal-packing-with-strips-of-cured-pork.",,,
James,Dworkin,US/India,2014,Medicine,"for treating “uncontrollable” nosebleeds, using the method of nasal-packing-with-strips-of-cured-pork.",,,
Eigil,Reimers,Norway/Germany/US/Canada,2014,Arctic Science ,for testing how reindeer react to seeing humans who are disguised as polar bears.,,,
Sindre,Eftestøl,Norway/Germany/US/Canada,2014,Arctic Science ,for testing how reindeer react to seeing humans who are disguised as polar bears.,,,
Raquel,Rubio,Spain,2014,Nutrition,for their study titled “Characterization of Lactic Acid Bacteria Isolated from Infant Faeces as Potential Probiotic Starter Cultures for Fermented Sausages.”,,,
Anna,Jofré,Spain,2014,Nutrition,for their study titled “Characterization of Lactic Acid Bacteria Isolated from Infant Faeces as Potential Probiotic Starter Cultures for Fermented Sausages.”,,,
Belén,Martín,Spain,2014,Nutrition,for their study titled “Characterization of Lactic Acid Bacteria Isolated from Infant Faeces as Potential Probiotic Starter Cultures for Fermented Sausages.”,,,
Teresa,Aymerich,Spain,2014,Nutrition,for their study titled “Characterization of Lactic Acid Bacteria Isolated from Infant Faeces as Potential Probiotic Starter Cultures for Fermented Sausages.”,,,
Margarita,Garriga,Spain,2014,Nutrition,for their study titled “Characterization of Lactic Acid Bacteria Isolated from Infant Faeces as Potential Probiotic Starter Cultures for Fermented Sausages.”,,,
Callum,Ormonde,Australia,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Colin,Raston,Australia,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Tom,Yuan,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Stephan,Kudlacek,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Sameeran,Kunche,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Joshua,N. Smith,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
William,A. Brown,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Kaitlin,Pugliese,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Tivoli,Olsen,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Mariam,Iftikhar,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Gregory,Weiss,US,2015,Chemistry,for inventing a chemical recipe to partially un-boil an egg.,,,
Patricia,Yang,US/Taiwan,2015,Physics,for testing the biological principle that nearly all mammals empty their bladders in about 21 seconds (plus or minus 13 seconds).,,,
David,Hu,US/Taiwan,2015,Physics,for testing the biological principle that nearly all mammals empty their bladders in about 21 seconds (plus or minus 13 seconds).,,,
Jonathan,Pham,US,2015,Physics,for testing the biological principle that nearly all mammals empty their bladders in about 21 seconds (plus or minus 13 seconds).,,,
Jerome,Choo,US,2015,Physics,for testing the biological principle that nearly all mammals empty their bladders in about 21 seconds (plus or minus 13 seconds).,,,
Mark,Dingemanse,Netherlands/US,2015,Literature,for discovering that the word “huh?” (or its equivalent) seems to exist in every human language — and for not being completely sure why.,,,
Francisco,Torreira,Spain/Netherlands/Belgium/US/Canada,2015,Literature,for discovering that the word “huh?” (or its equivalent) seems to exist in every human language — and for not being completely sure why.,,,
Nick,J. Enfield,Australia/Netherlands,2015,Literature,for discovering that the word “huh?” (or its equivalent) seems to exist in every human language — and for not being completely sure why.,,,
Gennaro,Bernile,Italy/Singapore/US,2015,Management ,"for discovering that many business leaders developed during childhood a fondness for risk-taking, when they experienced natural disasters (such as earthquakes, volcanic eruptions, tsunamis, and wildfires) that — for them — had no dire personal consequences.",,,
Vineet,Bhagwat ,US/India,2015,Management ,"for discovering that many business leaders developed during childhood a fondness for risk-taking, when they experienced natural disasters (such as earthquakes, volcanic eruptions, tsunamis, and wildfires) that — for them — had no dire personal consequences.",,,
P.,Raghavendra Rau,UK/India/France/Luxembourg/Germany/Japan,2015,Management ,"for discovering that many business leaders developed during childhood a fondness for risk-taking, when they experienced natural disasters (such as earthquakes, volcanic eruptions, tsunamis, and wildfires) that — for them — had no dire personal consequences.",,,
Bangkok Metropolitan Police,,Thailand,2015,Economics,for offering to pay policemen extra cash if the policemen refuse to take bribes.,,,
Hajime,Kimata,Japan/China,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Jaroslava,Durdiaková,Slovakia/US/UK,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Peter,Celec,Slovakia/Germany,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Natália,Kamodyová,Slovakia,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Tatiana,Sedláčková,Slovakia,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Gabriela,Repiská,Slovakia,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Barbara,Sviežená,Slovakia,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Gabriel,Minárik,Slovakia,2015,Medicine,"for experiments to study the biomedical benefits or biomedical consequences of intense kissing (and other intimate, interpersonal activities).",,,
Elisabeth,Oberzaucher,Austria/Germany/UK,2015,Mathematics,"for trying to use mathematical techniques to determine whether and how Moulay Ismael the Bloodthirsty, the Sharifian Emperor of Morocco, managed, during the years from 1697 through 1727, to father 888 children.",,,
Karl,Grammer,Austria/Germany,2015,Mathematics,"for trying to use mathematical techniques to determine whether and how Moulay Ismael the Bloodthirsty, the Sharifian Emperor of Morocco, managed, during the years from 1697 through 1727, to father 888 children.",,,
Bruno,Grossi,Chile,2015,Biology,"for observing that when you attach a weighted stick to the rear end of a chicken, the chicken then walks in a manner similar to that in which dinosaurs are thought to have walked.",,,
Omar,Larach,Chile,2015,Biology,"for observing that when you attach a weighted stick to the rear end of a chicken, the chicken then walks in a manner similar to that in which dinosaurs are thought to have walked.",,,
Mauricio,Canals,Chile,2015,Biology,"for observing that when you attach a weighted stick to the rear end of a chicken, the chicken then walks in a manner similar to that in which dinosaurs are thought to have walked.",,,
Rodrigo,A. Vásquez,Chile,2015,Biology,"for observing that when you attach a weighted stick to the rear end of a chicken, the chicken then walks in a manner similar to that in which dinosaurs are thought to have walked.",,,
José,Iriarte-Díaz,Chile/US,2015,Biology,"for observing that when you attach a weighted stick to the rear end of a chicken, the chicken then walks in a manner similar to that in which dinosaurs are thought to have walked.",,,
Diallah,Karim,Canada/UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Anthony,Harnden,New Zealand/UK/US,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Nigel,D’Souza,Bahrain/Belgium/Dubai/India/South Africa/US/UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Andrew,Huang,China/UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Abdel,Kader Allouni,Syria/UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Helen,Ashdown,UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Richard,J. Stevens,UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Simon,Kreckler,UK,2015,Diagnostic Medicine,for determining that acute appendicitis can be accurately diagnosed by the amount of pain evident when the patient is driven over speed bumps.,,,
Justin,Schmidt,US/Canada,2015,Physiology/Entomology,"for painstakingly creating the Schmidt Sting Pain Index, which rates the relative pain people feel when stung by various insects",,,
Michael,L. Smith,Panama/US/UK/Netherlands,2015,Physiology/Entomology,"for carefully arranging for honey bees to sting him repeatedly on 25 different locations on his body, to learn which locations are the least painful (the skull, middle toe tip, and upper arm). and which are the most painful (the nostril, upper lip, and penis shaft).",,,
Ahmed,Shafik,Egypt,2016,Reproduction,"for studying the effects of wearing polyester, cotton, or wool trousers on the sex life of rats, and for conducting similar tests with human males.",,,
Mark,Avis,New Zealand/UK,2016,Economics,"for assessing the perceived personalities of rocks, from a sales and marketing perspective.",,,
Sarah,Forbes,New Zealand/UK,2016,Economics,"for assessing the perceived personalities of rocks, from a sales and marketing perspective.",,,
Shelagh,Ferguson,New Zealand/UK,2016,Economics,"for assessing the perceived personalities of rocks, from a sales and marketing perspective.",,,
Gábor,Horváth,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Miklós,Blahó,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
György,Kriska,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Ramón,Hegedüs,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Balázs,Gerics,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Róbert,Farkas,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Susanne,Åkesson,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Péter,Malik,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Hansruedi,Wildermuth,Hungary/Spain/Sweden/Switzerland,2016,Physics,"for discovering why white-haired horses are the most horsefly-proof horses, and for discovering why dragonflies are fatally attracted to black tombstones.",,,
Volkswagen,,Germany,2016,Chemistry,"for solving the problem of excessive automobile pollution emissions by automatically, electromechanically producing fewer emissions whenever the cars are being tested.",,,
Christoph,Helmchen,Germany,2016,Medicine,"for discovering that if you have an itch on the left side of your body, you can relieve it by looking into a mirror and scratching the right side of your body (and vice versa).",,,
Carina,Palzer,Germany,2016,Medicine,"for discovering that if you have an itch on the left side of your body, you can relieve it by looking into a mirror and scratching the right side of your body (and vice versa).",,,
Thomas,Münte,Germany,2016,Medicine,"for discovering that if you have an itch on the left side of your body, you can relieve it by looking into a mirror and scratching the right side of your body (and vice versa).",,,
Silke,Anders,Germany,2016,Medicine,"for discovering that if you have an itch on the left side of your body, you can relieve it by looking into a mirror and scratching the right side of your body (and vice versa).",,,
Andreas,Sprenger,Germany,2016,Medicine,"for discovering that if you have an itch on the left side of your body, you can relieve it by looking into a mirror and scratching the right side of your body (and vice versa).",,,
Evelyne,Debey,Belgium/Netherlands/Germany/Canada/US,2016,Psychology,"for asking a thousand liars how often they lie, and for deciding whether to believe those answers.",,,
Maarten,De Schryver,Belgium/Netherlands/Germany/Canada/US,2016,Psychology,"for asking a thousand liars how often they lie, and for deciding whether to believe those answers.",,,
Gordon,Logan,Belgium/Netherlands/Germany/Canada/US,2016,Psychology,"for asking a thousand liars how often they lie, and for deciding whether to believe those answers.",,,
Kristina,Suchotzki,Belgium/Netherlands/Germany/Canada/US,2016,Psychology,"for asking a thousand liars how often they lie, and for deciding whether to believe those answers.",,,
Bruno,Verschuere,Belgium/Netherlands/Germany/Canada/US,2016,Psychology,"for asking a thousand liars how often they lie, and for deciding whether to believe those answers.",,,
Gordon,Pennycook,Canada/US,2016,Peace,for their scholarly study called “On the Reception and Detection of Pseudo-Profound Bullshit”.,,,
James,Allan Cheyne,Canada/US,2016,Peace,for their scholarly study called “On the Reception and Detection of Pseudo-Profound Bullshit”.,,,
Nathaniel,Barr,Canada/US,2016,Peace,for their scholarly study called “On the Reception and Detection of Pseudo-Profound Bullshit”.,,,
Derek,Koehler,Canada/US,2016,Peace,for their scholarly study called “On the Reception and Detection of Pseudo-Profound Bullshit”.,,,
Jonathan,Fugelsang,Canada/US,2016,Peace,for their scholarly study called “On the Reception and Detection of Pseudo-Profound Bullshit”.,,,
Charles,Foster,UK,2016,Biology,"for living in the wild as, at different times, a badger, an otter, a deer, a fox, and a bird",,,
Thomas,Thwaites,UK,2016,Biology,"for creating prosthetic extensions of his limbs that allowed him to move in the manner of, and spend time roaming hills in the company of, goats.",,,
Fredrik,Sjöberg,Sweden,2016,Literature,"for his three-volume autobiographical work about the pleasures of collecting flies that are dead, and flies that are not yet dead.",,,
Atsuki,Higashiyama ,Japan,2016,Perception,for investigating whether things look different when you bend over and view them between your legs.,,,
Kohei,Adachi,Japan,2016,Perception,for investigating whether things look different when you bend over and view them between your legs.,,,
Marc-Antoine,Fardin,France/Singapore/US,2017,Physics,for using fluid dynamics to probe the question “Can a Cat Be Both a Solid and a Liquid?”,,,
Milo,Puhan,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Alex,Suarez,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Christian ,Lo Cascio,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Alfred,Zahn,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Markus,Heitz,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Otto,Braendli,Switzerland/Canada/Netherlands/US,2017,Peace,for demonstrating that regular playing of a didgeridoo is an effective treatment for obstructive sleep apnoea and snoring.,,,
Matthew,Rockloff ,Australia/US,2017,Economics,for their experiments to see how contact with a live crocodile affects a person’s willingness to gamble.,,,
Nancy,Greer,Australia/US,2017,Economics,for their experiments to see how contact with a live crocodile affects a person’s willingness to gamble.,,,
James,Heathcote,UK,2017,Anatomy,for his medical research study “Why Do Old Men Have Big Ears?”,,,
Kazunori,Yoshizawa,Japan/Brazil/Switzerland,2017,Biology,"for their discovery of a female penis, and a male vagina, in a cave insect.",,,
Rodrigo,Ferreira,Japan/Brazil/Switzerland,2017,Biology,"for their discovery of a female penis, and a male vagina, in a cave insect.",,,
Yoshitaka,Kamimura,Japan/Brazil/Switzerland,2017,Biology,"for their discovery of a female penis, and a male vagina, in a cave insect.",,,
Charles,Lienhard,Japan/Brazil/Switzerland,2017,Biology,"for their discovery of a female penis, and a male vagina, in a cave insect.",,,
Jiwon,Han,South Korea/US,2017,Fluid Dynamics,"for studying the dynamics of liquid-sloshing, to learn what happens when a person walks backwards while carrying a cup of coffee.",,"Jiwon Han was a high school student when he wrote the paper, at Korean Minjok Leadership Academy, Gangwon-do, Republic of Korea.",
Fernanda,Ito,Brazil/Canada/Spain,2017,Nutrition,for the first scientific report of human blood in the diet of the hairy-legged vampire bat,,,
Enrico,Bernard,Brazil/Canada/Spain,2017,Nutrition,for the first scientific report of human blood in the diet of the hairy-legged vampire ba,,,
Rodrigo,Torres,Brazil/Canada/Spain,2017,Nutrition,for the first scientific report of human blood in the diet of the hairy-legged vampire ba,,,
Jean-Pierre,Royet,France/UK,2017,Medicine,for using advanced brain-scanning technology to measure the extent to which some people are disgusted by cheese.,,,
David,Meunier,France/UK,2017,Medicine,for using advanced brain-scanning technology to measure the extent to which some people are disgusted by cheese.,,,
Nicolas,Torquet,France/UK,2017,Medicine,for using advanced brain-scanning technology to measure the extent to which some people are disgusted by cheese.,,,
Anne-Marie,Mouly,France/UK,2017,Medicine,for using advanced brain-scanning technology to measure the extent to which some people are disgusted by cheese.,,,
Tao,Jiang,France/UK,2017,Medicine,for using advanced brain-scanning technology to measure the extent to which some people are disgusted by cheese.,,,
Matteo,Martini,Italy/Spain/UK,2017,Cognition,for demonstrating that many identical twins cannot tell themselves apart visually.,,,
Ilaria,Bufalari,Italy/Spain/UK,2017,Cognition,for demonstrating that many identical twins cannot tell themselves apart visually.,,,
Maria Antonietta,Stazi,Italy/Spain/UK,2017,Cognition,for demonstrating that many identical twins cannot tell themselves apart visually.,,,
Salvatore,Maria Aglioti,Italy/Spain/UK,2017,Cognition,for demonstrating that many identical twins cannot tell themselves apart visually.,,,
Marisa,López-Teijón,Spain,2017,Obstetrics,for showing that a developing human fetus responds more strongly to music that is played electromechanically inside the mother’s vagina than to music that is played electromechanically on the mother’s belly.,,,
Álex,García-Faura,Spain,2017,Obstetrics,for showing that a developing human fetus responds more strongly to music that is played electromechanically inside the mother’s vagina than to music that is played electromechanically on the mother’s belly.,,,
Alberto,Prats-Galino,Spain,2017,Obstetrics,for showing that a developing human fetus responds more strongly to music that is played electromechanically inside the mother’s vagina than to music that is played electromechanically on the mother’s belly.,,,
Luis,Pallarés Aniorte,Spain,2017,Obstetrics,for showing that a developing human fetus responds more strongly to music that is played electromechanically inside the mother’s vagina than to music that is played electromechanically on the mother’s belly.,,,
Marc,Mitchell,US,2018,Medicine,for using roller coaster rides to try to hasten the passage of kidney stones.,,,
David,Wartinger,US,2018,Medicine,for using roller coaster rides to try to hasten the passage of kidney stones.,,,
Tomas,Persson,Sweden/Romania/Denmark/Netherlands/Germany/UK/Indonesia/Italy,2018,Anthropology ,"for collecting evidence, in a zoo, that chimpanzees imitate humans about as often, and about as well, as humans imitate chimpanzees.",,,
Gabriela-Alina,Sauciuc,Sweden/Romania/Denmark/Netherlands/Germany/UK/Indonesia/Italy,2018,Anthropology ,"for collecting evidence, in a zoo, that chimpanzees imitate humans about as often, and about as well, as humans imitate chimpanzees.",,,
Elainie,Madsen,Sweden/Romania/Denmark/Netherlands/Germany/UK/Indonesia/Italy,2018,Anthropology ,"for collecting evidence, in a zoo, that chimpanzees imitate humans about as often, and about as well, as humans imitate chimpanzees.",,,
Paul,Becher,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Sebastien,Lebreton,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Erika,Wallin,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Erik,Hedenstrom,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Felipe,Borrero-Echeverry,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
